# 한국부동산원 R-ONE OpenAPI — 임대동향 층별임대료 및 층별효용비율 (중대형상가)
# STATBL_ID=T241873134863890, WRTTIME_IDTFR_ID=202503, 단위: 임대료=천원/㎡, 효용비율=%
# 다운로드: 2026-04-25T05:55:36.086Z
분기,시도_상권,층,임대료_천원_m2,효용비율_pct
2025년 3분기,서울>강남>도산대로,지하1층,18.0700400080165,32.270204952522
2025년 3분기,서울>강남>도산대로,1층,55.9960497139769,100
2025년 3분기,서울>강남>도산대로,2층,29.9929778927808,53.5626674488332
2025년 3분기,서울>강남>도산대로,3층,27.5255981079507,49.1563212915002
2025년 3분기,서울>강남>도산대로,4층,26.3007127047835,46.9688716242044
2025년 3분기,서울>강남>도산대로,5층,31.2393296152971,55.7884525334643
2025년 3분기,서울>강남>도산대로,6층이상,31.2374261391635,55.7850532291504
2025년 3분기,서울>강남>방배역/내방역,지하1층,14.0662751182756,32.4927196173938
2025년 3분기,서울>강남>방배역/내방역,1층,43.2905441092894,100
2025년 3분기,서울>강남>방배역/내방역,2층,22.9497198389776,53.0132395218682
2025년 3분기,서울>강남>방배역/내방역,3층,20.3017763078522,46.8965607283642
2025년 3분기,서울>강남>방배역/내방역,4층,19.2632337567227,44.4975551891692
2025년 3분기,서울>강남>방배역/내방역,5층,19.6457340915622,45.3811207407453
2025년 3분기,서울>강남>방배역/내방역,6층이상,24.5238627965475,56.6494676866053
2025년 3분기,서울>강남>서래마을,지하1층,18.8436593208716,41.0065850624006
2025년 3분기,서울>강남>서래마을,1층,45.9527641528715,100
2025년 3분기,서울>강남>서래마을,2층,23.3782306000037,50.8744817226471
2025년 3분기,서울>강남>서래마을,3층,19.9817778388384,43.483299007574
2025년 3분기,서울>강남>서래마을,4층,17.3396124301508,37.7335569465788
2025년 3분기,서울>강남>서래마을,5층,16.406520985085,35.7030121855244
2025년 3분기,서울>강남>서래마을,6층이상,14.1849207201403,30.868481976299
2025년 3분기,서울>강남>신사역,지하1층,25.190755805135,26.8865474364377
2025년 3분기,서울>강남>신사역,1층,93.6927876838344,100
2025년 3분기,서울>강남>신사역,2층,34.7487010677287,37.0879145841918
2025년 3분기,서울>강남>신사역,3층,26.7125308365213,28.5107653394438
2025년 3분기,서울>강남>신사역,4층,22.5963105582205,24.1174492901968
2025년 3분기,서울>강남>신사역,5층,21.5529115972308,23.0038107841992
2025년 3분기,서울>강남>신사역,6층이상,19.6600494580144,20.9835249265473
2025년 3분기,서울>강남>압구정,지하1층,17.1190426858304,30.7128056541978
2025년 3분기,서울>강남>압구정,1층,55.7391040029929,100
2025년 3분기,서울>강남>압구정,2층,31.3056523422377,56.1646135190059
2025년 3분기,서울>강남>압구정,3층,28.2678654717349,50.7146032885945
2025년 3분기,서울>강남>압구정,4층,28.5520968005587,51.2245349315727
2025년 3분기,서울>강남>압구정,5층,25.2874027407587,45.3674367270075
2025년 3분기,서울>강남>압구정,6층이상,23.4164690967248,42.0108459143288
2025년 3분기,서울>강남>양재말죽거리,지하1층,11.7010146517658,27.4688651236965
2025년 3분기,서울>강남>양재말죽거리,1층,42.597371966677,100
2025년 3분기,서울>강남>양재말죽거리,2층,23.0023383653461,53.999430723896
2025년 3분기,서울>강남>양재말죽거리,3층,21.281558320182,49.9597917374577
2025년 3분기,서울>강남>양재말죽거리,4층,21.2937489861556,49.9884100897426
2025년 3분기,서울>강남>양재말죽거리,5층,21.2324609942012,49.8445326880984
2025년 3분기,서울>강남>양재말죽거리,6층이상,25.2770306371792,59.3394133726204
2025년 3분기,서울>강남>양재역,지하1층,11.0533641975309,26.1290530426992
2025년 3분기,서울>강남>양재역,1층,42.3029651303009,100
2025년 3분기,서울>강남>양재역,2층,19.1938853960316,45.372435092696
2025년 3분기,서울>강남>양재역,3층,17.3701251922881,41.061247453423
2025년 3분기,서울>강남>양재역,4층,16.6311721245203,39.3144359344392
2025년 3분기,서울>강남>양재역,5층,14.9913702087372,35.4381073822156
2025년 3분기,서울>강남>양재역,6층이상,15.0836874630304,35.6563361848747
2025년 3분기,서울>강남>청담,지하1층,19.8859130549695,31.5724509278396
2025년 3분기,서울>강남>청담,1층,62.9850153237064,100
2025년 3분기,서울>강남>청담,2층,32.0243107055469,50.8443326415981
2025년 3분기,서울>강남>청담,3층,26.5561775339803,42.1626912329813
2025년 3분기,서울>강남>청담,4층,25.6574657437254,40.7358251988364
2025년 3분기,서울>강남>청담,5층,25.2528876876567,40.0934850263535
2025년 3분기,서울>강남>청담,6층이상,31.0241028273237,49.2563233776761
2025년 3분기,서울>강남>테헤란로,지하1층,18.9888763944439,36.7210546044315
2025년 3분기,서울>강남>테헤란로,1층,51.7111411940559,100
2025년 3분기,서울>강남>테헤란로,2층,33.0863160362613,63.9829546830124
2025년 3분기,서울>강남>테헤란로,3층,27.059397289224,52.3279832245018
2025년 3분기,서울>강남>테헤란로,4층,24.333073183194,47.0557652013123
2025년 3분기,서울>강남>테헤란로,5층,23.1957595797733,44.8564062679004
2025년 3분기,서울>강남>테헤란로,6층이상,18.691604503719,36.1461845012765
2025년 3분기,서울>강남>학동/강남구청역,지하1층,17.0473980747234,31.8050756393773
2025년 3분기,서울>강남>학동/강남구청역,1층,53.5996149420168,100
2025년 3분기,서울>강남>학동/강남구청역,2층,28.8107733789771,53.7518290199362
2025년 3분기,서울>강남>학동/강남구청역,3층,23.1084006358351,43.112997473645
2025년 3분기,서울>강남>학동/강남구청역,4층,22.9642556822274,42.8440683894275
2025년 3분기,서울>강남>학동/강남구청역,5층,21.981406898143,41.0103821117413
2025년 3분기,서울>강남>학동/강남구청역,6층이상,,
2025년 3분기,서울>강남,지하1층,19.1653271186449,29.799668747849
2025년 3분기,서울>강남,1층,64.3138931536891,100
2025년 3분기,서울>강남,2층,30.3555398679205,47.199039553368
2025년 3분기,서울>강남,3층,25.0563191877061,38.9594191224433
2025년 3분기,서울>강남,4층,22.7778904930891,35.4167495950796
2025년 3분기,서울>강남,5층,22.3256898936149,34.7136346423064
2025년 3분기,서울>강남,6층이상,23.8883777702512,37.1434173844301
2025년 3분기,서울>기타>가락시장,지하1층,11.828653721861,30.6417376425619
2025년 3분기,서울>기타>가락시장,1층,38.6030774750543,100
2025년 3분기,서울>기타>가락시장,2층,16.3097446118001,42.2498559145695
2025년 3분기,서울>기타>가락시장,3층,13.5223689436865,35.0292511067927
2025년 3분기,서울>기타>가락시장,4층,11.9194687540011,30.8769909904297
2025년 3분기,서울>기타>가락시장,5층,14.3496331040942,37.1722516510946
2025년 3분기,서울>기타>가락시장,6층이상,16.9411668305474,43.8855343631474
2025년 3분기,서울>기타>건대입구,지하1층,17.4683517695559,26.7402364393113
2025년 3분기,서울>기타>건대입구,1층,65.326093167506,100
2025년 3분기,서울>기타>건대입구,2층,26.8976398276471,41.1744197815068
2025년 3분기,서울>기타>건대입구,3층,18.1968048416271,27.8553392056797
2025년 3분기,서울>기타>건대입구,4층,16.9057657095449,25.8790398902256
2025년 3분기,서울>기타>건대입구,5층,11.6600015211743,17.8489191007892
2025년 3분기,서울>기타>건대입구,6층이상,6.66214995483288,10.1982984620711
2025년 3분기,서울>기타>경희대,지하1층,12.5867161206127,26.0985159605002
2025년 3분기,서울>기타>경희대,1층,48.2277081948359,100
2025년 3분기,서울>기타>경희대,2층,18.7981304790042,38.9778639346936
2025년 3분기,서울>기타>경희대,3층,15.3586351134278,31.8460812016616
2025년 3분기,서울>기타>경희대,4층,13.0281639826815,27.0138567025595
2025년 3분기,서울>기타>경희대,5층,10.1865345380356,21.121747060596
2025년 3분기,서울>기타>경희대,6층이상,,
2025년 3분기,서울>기타>구로디지털단지역,지하1층,13.0537110108422,27.5703728100055
2025년 3분기,서울>기타>구로디지털단지역,1층,47.3468788427298,100
2025년 3분기,서울>기타>구로디지털단지역,2층,19.39126882483,40.9557489295993
2025년 3분기,서울>기타>구로디지털단지역,3층,13.818843102448,29.1863866007926
2025년 3분기,서울>기타>구로디지털단지역,4층,12.5068775161694,26.4154212946392
2025년 3분기,서울>기타>구로디지털단지역,5층,21.2477373034759,44.876743352088
2025년 3분기,서울>기타>구로디지털단지역,6층이상,,
2025년 3분기,서울>기타>구의역,지하1층,9.65353743966835,24.5914255303873
2025년 3분기,서울>기타>구의역,1층,39.2557049112082,100
2025년 3분기,서울>기타>구의역,2층,16.5110213696786,42.0601831173955
2025년 3분기,서울>기타>구의역,3층,12.5572523391912,31.9883501457793
2025년 3분기,서울>기타>구의역,4층,12.5111868998379,31.871003025259
2025년 3분기,서울>기타>구의역,5층,14.5020008192331,36.9424032813444
2025년 3분기,서울>기타>구의역,6층이상,,
2025년 3분기,서울>기타>군자,지하1층,11.5711937848796,29.3414813249148
2025년 3분기,서울>기타>군자,1층,39.4362972228472,100
2025년 3분기,서울>기타>군자,2층,19.3176972884861,48.9845615558817
2025년 3분기,서울>기타>군자,3층,15.5163328719173,39.3453086739797
2025년 3분기,서울>기타>군자,4층,15.1036965466973,38.2989722928325
2025년 3분기,서울>기타>군자,5층,15.6796781285787,39.7595089619487
2025년 3분기,서울>기타>군자,6층이상,20.6820401994305,52.4441736569741
2025년 3분기,서울>기타>까치산역,지하1층,12.2313453419048,21.9009438302169
2025년 3분기,서울>기타>까치산역,1층,55.8484850549186,100
2025년 3분기,서울>기타>까치산역,2층,20.6788017169353,37.0266117274279
2025년 3분기,서울>기타>까치산역,3층,15.7365517504677,28.1772222379768
2025년 3분기,서울>기타>까치산역,4층,15.1056166613421,27.0474958210379
2025년 3분기,서울>기타>까치산역,5층,20.5306790717014,36.7613894119287
2025년 3분기,서울>기타>까치산역,6층이상,22.3638600022364,40.0438077778562
2025년 3분기,서울>기타>낙성대,지하1층,14.6710932039633,31.3904308983764
2025년 3분기,서울>기타>낙성대,1층,46.7374699361713,100
2025년 3분기,서울>기타>낙성대,2층,19.5994037371205,41.9350978216987
2025년 3분기,서울>기타>낙성대,3층,16.7658142410003,35.8723188565772
2025년 3분기,서울>기타>낙성대,4층,15.8056626611263,33.8179680729655
2025년 3분기,서울>기타>낙성대,5층,22.4071254834025,47.942529867371
2025년 3분기,서울>기타>낙성대,6층이상,24.4538593041563,52.3217438546685
2025년 3분기,서울>기타>노량진,지하1층,12.5951923943096,27.3524986546531
2025년 3분기,서울>기타>노량진,1층,46.0476849056236,100
2025년 3분기,서울>기타>노량진,2층,21.9895913182594,47.7539562810332
2025년 3분기,서울>기타>노량진,3층,16.2549503849063,35.300255416144
2025년 3분기,서울>기타>노량진,4층,15.2377408267983,33.0912202383869
2025년 3분기,서울>기타>노량진,5층,16.5838830929733,36.0145860252531
2025년 3분기,서울>기타>노량진,6층이상,18.7975381756953,40.8218962890784
2025년 3분기,서울>기타>독산/시흥,지하1층,9.60664349546671,32.054483866914
2025년 3분기,서울>기타>독산/시흥,1층,29.9697338299136,100
2025년 3분기,서울>기타>독산/시흥,2층,13.6031183235602,45.3895199762586
2025년 3분기,서울>기타>독산/시흥,3층,9.43872670926273,31.494195987292
2025년 3분기,서울>기타>독산/시흥,4층,8.3673117166095,27.9192059699171
2025년 3분기,서울>기타>독산/시흥,5층,11.4505359706715,38.2069992201345
2025년 3분기,서울>기타>독산/시흥,6층이상,,
2025년 3분기,서울>기타>뚝섬,지하1층,14.8691765420583,25.2871153080369
2025년 3분기,서울>기타>뚝섬,1층,58.8013949433468,100
2025년 3분기,서울>기타>뚝섬,2층,27.7222959339915,47.1456433315927
2025년 3분기,서울>기타>뚝섬,3층,21.4987065903939,36.5615588050372
2025년 3분기,서울>기타>뚝섬,4층,21.0270688129904,35.7594727697349
2025년 3분기,서울>기타>뚝섬,5층,20.3338270023616,34.5805180675604
2025년 3분기,서울>기타>뚝섬,6층이상,20.7980416461038,35.3699800253752
2025년 3분기,서울>기타>목동,지하1층,10.4179040562915,28.5947332849887
2025년 3분기,서울>기타>목동,1층,36.4329471181344,100
2025년 3분기,서울>기타>목동,2층,16.8312183235198,46.1977952783899
2025년 3분기,서울>기타>목동,3층,14.2705640010025,39.169392348991
2025년 3분기,서울>기타>목동,4층,13.4804274793514,37.0006506353739
2025년 3분기,서울>기타>목동,5층,15.1500292488214,41.5833207225791
2025년 3분기,서울>기타>목동,6층이상,13.9184780799574,38.2029980578473
2025년 3분기,서울>기타>미아사거리,지하1층,9.32738883395069,24.0199549489673
2025년 3분기,서울>기타>미아사거리,1층,38.8318331727417,100
2025년 3분기,서울>기타>미아사거리,2층,18.1489890200297,46.7373995435517
2025년 3분기,서울>기타>미아사거리,3층,13.5745616433861,34.9573031564084
2025년 3분기,서울>기타>미아사거리,4층,11.6870261636409,30.0965089946994
2025년 3분기,서울>기타>미아사거리,5층,13.1503716409377,33.864926186819
2025년 3분기,서울>기타>미아사거리,6층이상,10.210396039604,26.2938810902474
2025년 3분기,서울>기타>불광역,지하1층,15.0098582421294,31.4546546710684
2025년 3분기,서울>기타>불광역,1층,47.7190368137637,100
2025년 3분기,서울>기타>불광역,2층,20.7872325057619,43.5617185378021
2025년 3분기,서울>기타>불광역,3층,14.6144752206677,30.6260901235383
2025년 3분기,서울>기타>불광역,4층,12.6399890740235,26.4883575151662
2025년 3분기,서울>기타>불광역,5층,12.5864369768288,26.3761337554879
2025년 3분기,서울>기타>불광역,6층이상,14.9704971665596,31.3721696122785
2025년 3분기,서울>기타>사당,지하1층,15.7530496365395,24.5410060444896
2025년 3분기,서울>기타>사당,1층,64.1907247322351,100
2025년 3분기,서울>기타>사당,2층,28.654213226998,44.6391801097839
2025년 3분기,서울>기타>사당,3층,20.9760643889771,32.6777185901492
2025년 3분기,서울>기타>사당,4층,18.4941490515044,28.8112482428743
2025년 3분기,서울>기타>사당,5층,16.8323063752775,26.2223342164958
2025년 3분기,서울>기타>사당,6층이상,12.8489415141729,20.0168195136773
2025년 3분기,서울>기타>상계역,지하1층,8.16675255634815,27.1266651332578
2025년 3분기,서울>기타>상계역,1층,30.1059953968893,100
2025년 3분기,서울>기타>상계역,2층,13.7128149330017,45.5484522342637
2025년 3분기,서울>기타>상계역,3층,11.9565886772432,39.7149754380105
2025년 3분기,서울>기타>상계역,4층,11.0128719627141,36.5803283283967
2025년 3분기,서울>기타>상계역,5층,11.8243243243243,39.275646489822
2025년 3분기,서울>기타>상계역,6층이상,,
2025년 3분기,서울>기타>상봉역,지하1층,11.7762424516998,29.8884306972863
2025년 3분기,서울>기타>상봉역,1층,39.4006716878883,100
2025년 3분기,서울>기타>상봉역,2층,19.678401890675,49.9443310168848
2025년 3분기,서울>기타>상봉역,3층,14.2141802143964,36.0759845085731
2025년 3분기,서울>기타>상봉역,4층,13.659523723485,34.6682509163515
2025년 3분기,서울>기타>상봉역,5층,15.3953982985305,39.0739488414941
2025년 3분기,서울>기타>상봉역,6층이상,23.0492466831572,58.4996288026289
2025년 3분기,서울>기타>서울대입구역,지하1층,20.8428212851406,26.2511264696516
2025년 3분기,서울>기타>서울대입구역,1층,79.3978167345944,100
2025년 3분기,서울>기타>서울대입구역,2층,33.6502329467059,42.3818114031897
2025년 3분기,서울>기타>서울대입구역,3층,26.0464134175939,32.80494916461
2025년 3분기,서울>기타>서울대입구역,4층,26.1704632237415,32.9611874734822
2025년 3분기,서울>기타>서울대입구역,5층,31.77916671126,40.0252400106784
2025년 3분기,서울>기타>서울대입구역,6층이상,21.4230028797353,26.981853860474
2025년 3분기,서울>기타>성신여대,지하1층,15.0549957675951,28.3463735397584
2025년 3분기,서울>기타>성신여대,1층,53.1108353118929,100
2025년 3분기,서울>기타>성신여대,2층,22.7967430710087,42.9229608932622
2025년 3분기,서울>기타>성신여대,3층,17.1965640339134,32.3786359844027
2025년 3분기,서울>기타>성신여대,4층,13.2471069178471,24.9423810415587
2025년 3분기,서울>기타>성신여대,5층,13.5932490203064,25.5941164180155
2025년 3분기,서울>기타>성신여대,6층이상,10.9039897576006,20.5306312611486
2025년 3분기,서울>기타>수유,지하1층,14.5179423641703,27.4861105770218
2025년 3분기,서울>기타>수유,1층,52.8191950748652,100
2025년 3분기,서울>기타>수유,2층,18.8595654041204,35.705893240874
2025년 3분기,서울>기타>수유,3층,15.073769060749,28.5384300903935
2025년 3분기,서울>기타>수유,4층,14.329315209028,27.1289920051182
2025년 3분기,서울>기타>수유,5층,14.0212569974204,26.5457604523258
2025년 3분기,서울>기타>수유,6층이상,14.2573565287515,26.9927561534085
2025년 3분기,서울>기타>숙명여대,지하1층,11.3542904139633,31.8482994235672
2025년 3분기,서울>기타>숙명여대,1층,35.6511669993949,100
2025년 3분기,서울>기타>숙명여대,2층,18.9444488253456,53.1383694274781
2025년 3분기,서울>기타>숙명여대,3층,13.5368020740334,37.9701513677326
2025년 3분기,서울>기타>숙명여대,4층,12.7579904244306,35.7856179705062
2025년 3분기,서울>기타>숙명여대,5층,,
2025년 3분기,서울>기타>숙명여대,6층이상,,
2025년 3분기,서울>기타>신림역,지하1층,17.7617682818353,27.2633701331876
2025년 3분기,서울>기타>신림역,1층,65.148835947519,100
2025년 3분기,서울>기타>신림역,2층,26.7163848513469,41.0082305582075
2025년 3분기,서울>기타>신림역,3층,18.8694411410233,28.9635890904078
2025년 3분기,서울>기타>신림역,4층,14.9745967034347,22.9852099207077
2025년 3분기,서울>기타>신림역,5층,14.2255986295758,21.8355376925466
2025년 3분기,서울>기타>신림역,6층이상,14.9323424521488,22.9203518911337
2025년 3분기,서울>기타>쌍문역,지하1층,11.1132833060138,23.3552450107927
2025년 3분기,서울>기타>쌍문역,1층,47.5836725364185,100
2025년 3분기,서울>기타>쌍문역,2층,15.8762675407149,33.3649478790522
2025년 3분기,서울>기타>쌍문역,3층,14.0199340901949,29.4637495234624
2025년 3분기,서울>기타>쌍문역,4층,12.8170983421,26.935916584182
2025년 3분기,서울>기타>쌍문역,5층,12.131752984626,25.4956213716813
2025년 3분기,서울>기타>쌍문역,6층이상,13.160461857718,27.6575160264176
2025년 3분기,서울>기타>약수역,지하1층,15.2014203207734,35.0103634555404
2025년 3분기,서울>기타>약수역,1층,43.4197729483089,100
2025년 3분기,서울>기타>약수역,2층,21.5667959455468,49.6704484641641
2025년 3분기,서울>기타>약수역,3층,18.4796195524478,42.5603781356658
2025년 3분기,서울>기타>약수역,4층,17.8571428571429,41.1267531923801
2025년 3분기,서울>기타>약수역,5층,19.2875201309977,44.4210524867539
2025년 3분기,서울>기타>약수역,6층이상,,
2025년 3분기,서울>기타>연신내,지하1층,15.8834365555575,32.0395714797968
2025년 3분기,서울>기타>연신내,1층,49.574435056265,100
2025년 3분기,서울>기타>연신내,2층,20.7081866020091,41.7719063838168
2025년 3분기,서울>기타>연신내,3층,14.5981089464318,29.4468488241238
2025년 3분기,서울>기타>연신내,4층,13.0668898482909,26.3581215468427
2025년 3분기,서울>기타>연신내,5층,12.7245305932652,25.6675251645801
2025년 3분기,서울>기타>연신내,6층이상,,
2025년 3분기,서울>기타>오류동역,지하1층,11.6907697638818,26.0194441001233
2025년 3분기,서울>기타>오류동역,1층,44.9308975199296,100
2025년 3분기,서울>기타>오류동역,2층,18.8137486158609,41.8726303152878
2025년 3분기,서울>기타>오류동역,3층,12.9571671882864,28.8379887860889
2025년 3분기,서울>기타>오류동역,4층,11.7391257344555,26.1270670795046
2025년 3분기,서울>기타>오류동역,5층,9.10391468331383,20.262036117297
2025년 3분기,서울>기타>오류동역,6층이상,,
2025년 3분기,서울>기타>왕십리,지하1층,14.0302477413115,30.484510801616
2025년 3분기,서울>기타>왕십리,1층,46.024185307142,100
2025년 3분기,서울>기타>왕십리,2층,19.0040379662859,41.2914163270084
2025년 3분기,서울>기타>왕십리,3층,16.0786626046887,34.9352465391574
2025년 3분기,서울>기타>왕십리,4층,15.927683164361,34.6072028392631
2025년 3분기,서울>기타>왕십리,5층,13.0635192233823,28.3840314308728
2025년 3분기,서울>기타>왕십리,6층이상,,
2025년 3분기,서울>기타>용산역,지하1층,13.5948177886673,36.6684088882504
2025년 3분기,서울>기타>용산역,1층,37.0750141630047,100
2025년 3분기,서울>기타>용산역,2층,18.1209556602423,48.8764632174417
2025년 3분기,서울>기타>용산역,3층,15.3307341424449,41.3505820255159
2025년 3분기,서울>기타>용산역,4층,14.8060407525031,39.9353610153905
2025년 3분기,서울>기타>용산역,5층,10.4976486695637,28.3146180967309
2025년 3분기,서울>기타>용산역,6층이상,13.2890988154146,35.8438131863888
2025년 3분기,서울>기타>이태원,지하1층,15.3875715815219,26.5172855180565
2025년 3분기,서울>기타>이태원,1층,58.0284568382537,100
2025년 3분기,서울>기타>이태원,2층,31.2867074973235,53.9161459773622
2025년 3분기,서울>기타>이태원,3층,27.4818585124946,47.3592785503439
2025년 3분기,서울>기타>이태원,4층,32.6319618349445,56.2344125846766
2025년 3분기,서울>기타>이태원,5층,33.2477168949772,57.2955386141848
2025년 3분기,서울>기타>이태원,6층이상,27.7032208588957,47.7407506046811
2025년 3분기,서울>기타>잠실/송파,지하1층,11.8869852183665,23.5982033055553
2025년 3분기,서울>기타>잠실/송파,1층,50.3724163422568,100
2025년 3분기,서울>기타>잠실/송파,2층,19.8980476007228,39.5018723452235
2025년 3분기,서울>기타>잠실/송파,3층,17.3067628842471,34.3576189926165
2025년 3분기,서울>기타>잠실/송파,4층,16.1824541272331,32.1256260912341
2025년 3분기,서울>기타>잠실/송파,5층,15.8259203139689,31.4178303586614
2025년 3분기,서울>기타>잠실/송파,6층이상,16.7203453710683,33.1934550398803
2025년 3분기,서울>기타>잠실새내역,지하1층,11.4920846237829,30.1150340031698
2025년 3분기,서울>기타>잠실새내역,1층,38.160623104637,100
2025년 3분기,서울>기타>잠실새내역,2층,18.1050588598066,47.4443480919122
2025년 3분기,서울>기타>잠실새내역,3층,16.9010818422558,44.2893235676806
2025년 3분기,서울>기타>잠실새내역,4층,16.4007300575166,42.9781505730281
2025년 3분기,서울>기타>잠실새내역,5층,16.7273186487948,43.8339767223618
2025년 3분기,서울>기타>잠실새내역,6층이상,22.940645338865,60.1160135041858
2025년 3분기,서울>기타>장안동,지하1층,10.388472893607,27.783717309891
2025년 3분기,서울>기타>장안동,1층,37.3905074606726,100
2025년 3분기,서울>기타>장안동,2층,14.3368643771909,38.3435940051641
2025년 3분기,서울>기타>장안동,3층,10.5002953399205,28.0827837144621
2025년 3분기,서울>기타>장안동,4층,11.0822931305282,29.6393226066391
2025년 3분기,서울>기타>장안동,5층,9.06453952139231,24.2428898054577
2025년 3분기,서울>기타>장안동,6층이상,,
2025년 3분기,서울>기타>천호,지하1층,11.5646853435331,24.5548983430565
2025년 3분기,서울>기타>천호,1층,47.0972641872219,100
2025년 3분기,서울>기타>천호,2층,20.6234212498037,43.7890004986726
2025년 3분기,서울>기타>천호,3층,15.2015250002489,32.2768748091598
2025년 3분기,서울>기타>천호,4층,13.6822830508651,29.0511206690797
2025년 3분기,서울>기타>천호,5층,12.1267959098558,25.7484083611504
2025년 3분기,서울>기타>천호,6층이상,12.3472223386927,26.2164322106053
2025년 3분기,서울>기타>청량리,지하1층,7.11384835843283,15.4717465243199
2025년 3분기,서울>기타>청량리,1층,45.9796077142981,100
2025년 3분기,서울>기타>청량리,2층,19.256737401115,41.8810389178828
2025년 3분기,서울>기타>청량리,3층,13.7008547008547,29.7976763655472
2025년 3분기,서울>기타>청량리,4층,12.3543184768823,26.8691254471937
2025년 3분기,서울>기타>청량리,5층,11.663888713069,25.3675255029241
2025년 3분기,서울>기타>청량리,6층이상,10.5883491856047,23.028359118236
2025년 3분기,서울>기타>혜화동,지하1층,19.5292403957743,28.8449240858774
2025년 3분기,서울>기타>혜화동,1층,67.7042530520504,100
2025년 3분기,서울>기타>혜화동,2층,28.0109685480989,41.3725390730836
2025년 3분기,서울>기타>혜화동,3층,20.1305798401614,29.7331097127461
2025년 3분기,서울>기타>혜화동,4층,18.2104000777899,26.8969809973236
2025년 3분기,서울>기타>혜화동,5층,17.9087938093986,26.4515048938366
2025년 3분기,서울>기타>혜화동,6층이상,14.1465511066543,20.8946269531672
2025년 3분기,서울>기타>화곡,지하1층,11.2010890747756,31.6059116395472
2025년 3분기,서울>기타>화곡,1층,35.4398544250819,100
2025년 3분기,서울>기타>화곡,2층,16.4023997155213,46.2823563516468
2025년 3분기,서울>기타>화곡,3층,14.5550842497039,41.0698195176636
2025년 3분기,서울>기타>화곡,4층,11.6760132211493,32.9459965639299
2025년 3분기,서울>기타>화곡,5층,9.46957515168779,26.7201299364984
2025년 3분기,서울>기타>화곡,6층이상,8.13243130112113,22.9471351760563
2025년 3분기,서울>기타,지하1층,13.4061372090585,27.5162065938135
2025년 3분기,서울>기타,1층,48.7208771432637,100
2025년 3분기,서울>기타,2층,21.1488297764958,43.4081466027546
2025년 3분기,서울>기타,3층,16.3872210459969,33.6349056233333
2025년 3분기,서울>기타,4층,15.110789647871,31.0150197079533
2025년 3분기,서울>기타,5층,15.0161671858844,30.820806328526
2025년 3분기,서울>기타,6층이상,15.0951605991993,30.9829409573477
2025년 3분기,서울>도심>광화문,지하1층,19.2159053083515,22.4844378428493
2025년 3분기,서울>도심>광화문,1층,85.463134291626,100
2025년 3분기,서울>도심>광화문,2층,45.8969700086277,53.7038225768943
2025년 3분기,서울>도심>광화문,3층,33.8114133168494,39.5625711566751
2025년 3분기,서울>도심>광화문,4층,24.60024600246,28.7846288418543
2025년 3분기,서울>도심>광화문,5층,23.7252460571564,27.7607956387355
2025년 3분기,서울>도심>광화문,6층이상,24.1126304955154,28.2140722960567
